EMFa,EMFa,EMFb,EMFb,EMFc,EMFc,EMFb2,EMFb2,Ib,Ib
X,Y,X,Y,X,Y,X,Y,X,Y
2.551801801801801,149.06687242798358,2.3330411492573653,-15.634979423868344,2.551801801801801,-141.28189300411526,2.3588228674319147,-16.036272092067406,2.4468735942420174,-0.9843685778873734
3.4525809593377126,146.19290123456796,3.043135887730479,-7.469229330340454,3.4525809593377126,-145.94238683127577,3.0725298221922124,-9.17827784628031,3.088776428250114,0.05422189683518752
4.353360116873628,141.37705761316877,3.695648351053755,1.0875628715135122,4.353360116873628,-148.97170781893004,3.6078100382624356,-1.2768444307438926,3.6131291547958213,1.1848298282869862
5.2541392744095425,135.6291152263375,4.27615047479912,9.321965020576158,5.2541392744095425,-151.6126543209877,4.190670717983345,6.353062063296363,4.181067876243315,2.1955133694113407
6.097726104482856,127.23159579332423,4.852005721938152,18.04873971193419,6.1549184319454575,-153.3215020576132,4.678370470402882,12.88780997396907,4.682967211475987,3.2816210553957212
6.653564037009982,120.67669753086423,5.2541392744095425,26.340534979423893,7.0556975894813725,-154.40895061728395,5.035223947783031,19.90225544595154,5.250905932923477,4.231965280632057
7.345233747260771,115.03555812757205,5.783168303438572,34.73805441243715,7.956476747017284,-154.71965020576135,5.5110285842898925,27.7765361693383,5.752805268156148,5.348242624560449
7.942178665151637,107.83876314586198,6.397985823661497,43.618884316415205,8.857255904553199,-154.71965020576135,6.046308800360116,36.32963419646529,6.320743989603638,6.283502020824777
8.485505776046317,100.83076131687247,6.941312934556176,52.68095564700508,9.758035062089114,-154.71965020576135,6.641064595993697,45.561549527332545,6.82264332483631,7.331897634379143
8.985938641344045,95.61100823045271,7.556130454779101,61.25971650663013,10.658814219625029,-154.71965020576135,7.17634481206392,53.02853986847518,7.3905820462838,8.267157030643475
10.05400535670806,81.36543209876547,8.09945756567378,70.01971879286697,11.559593377160944,-154.64197530864203,7.711625028134144,61.853164817098275,7.892481381516472,9.247670913823814
10.748892135378618,73.53580246913583,8.714275085896706,78.77972107910384,12.460372534696859,-153.86522633744858,8.246905244204367,69.32015515824088,8.460420102963965,10.167845481116142
11.302227903579254,63.85751028806587,9.281908935962988,86.63955761316876,13.361151692232774,-152.54475308641975,8.78218546027459,77.49311549527337,8.984772829509673,11.159672986025488
11.816958850742633,56.24537037037041,10.015400535670803,94.4873113854596,14.261930849768689,-150.44753086419752,9.376941255908172,85.63892314015624,9.662336932073774,12.240123861145364
12.331689797906016,47.817644032921834,10.787496956415875,104.36496913580251,15.162710007304604,-147.65123456790127,9.97169705154175,92.91584463625156,10.38744939271255,13.420134607480481
12.860718826935042,39.99405578417927,11.572461650840026,113.55390946502061,16.06348916484051,-143.68981481481478,10.625928426738689,100.953041512536,11.053126405757986,14.377267005754216
13.473749086924762,31.913708847736643,12.344558071585098,120.94855967078195,17.012524348672997,-137.8641975308642,11.280159801935628,109.31607069461572,11.730690508322091,15.456586518701197
13.875882639396153,23.466563786008265,13.11665449233017,128.83256172839512,17.890784027270513,-131.3938786008231,11.993866756695926,117.55497328401154,12.506094501539845,16.477945477251893
14.326272218164107,16.100394375857377,13.859797297297298,135.6291152263375,18.71903291497886,-124.27109053497941,12.767049291019582,125.66199136868067,13.279408457040041,17.545404336210446
14.776661796932068,8.533564814814838,14.776661796932068,142.1538065843622,19.499318237156075,-115.68024691358028,13.540231825343238,133.1289817098233,14.06056005398111,18.524840731607075
15.291392744095447,1.7370113168724401,15.677440954467983,146.89197530864203,20.09125882639396,-107.57875514403293,14.372889939230252,139.58744348540898,14.907515182186234,19.398818010172633
15.84472851229608,-6.01105967078189,16.578220112003898,149.76594650205766,20.81305199548443,-99.95178638234194,15.205548053117266,144.4749280723387,15.724752586594693,20.21218660090424
16.539615290966637,-14.710648148148152,17.478999269539806,152.0961934156379,21.573449985612143,-91.20276842499061,16.03820616700428,148.12114673242914,16.556848852901485,20.891003904644478
17.092951059167277,-23.95396090534979,18.37977842707572,153.26131687242804,22.225962448935427,-82.28349336991317,16.870864280891286,150.52609946568026,17.388945119208277,21.43405774763667
17.607682006330656,-31.769997427983526,19.280557584611635,154.19341563786014,22.7692895598301,-73.82556012802922,17.7035223947783,152.46557747636666,18.221041385515075,21.8995324702014
18.009815558802046,-40.40162037037038,20.18133674214755,154.6594650205762,23.384107080053028,-65.12597165066296,18.536180508665314,153.4741060419236,19.053137651821867,22.209848951911226
18.622845818791767,-48.57258802011893,21.082115899683465,154.6594650205762,23.9274341909477,-55.76183127572017,19.368838622552328,154.3274763666256,19.88523391812866,22.42319153308673
19.151874847820793,-56.7133487654321,21.98289505721938,154.6594650205762,24.542251711170636,-46.94141518061275,20.201496736439342,154.7153719687629,20.71733018443545,22.46198109330046
19.66660579498417,-64.80124742798353,22.883674214755295,154.6594650205762,25.085578822065308,-37.09396433470505,21.034154850326356,154.7153719687629,21.549426450742242,22.46198109330046
20.18133674214755,-72.68524948559673,23.78445337229121,154.34876543209882,25.700396342288236,-28.756858710562426,21.86681296421337,154.7153719687629,22.381522717049034,22.374704582819568
20.69606768931093,-79.95756172839504,24.685232529827125,153.26131687242804,26.24372345318291,-19.090649291266573,22.699471078100384,154.7153719687629,23.213618983355826,22.112875051376903
21.017774531288048,-85.66666666666669,25.58601168736304,152.01851851851856,26.858540973405844,-10.149405578417884,23.532129191987398,154.63779284833544,24.045715249662624,21.74437422934649
22.240260530801073,-98.51215277777777,26.486790844898955,149.68827160493834,27.426174823472124,-1.9331275720164172,24.36478730587441,153.4741060419236,24.877811515969416,21.269202116728323
22.7692895598301,-105.84487882944671,27.38757000243487,146.58127572016465,28.12106160214268,6.168364197530877,25.19744541976142,152.69831483764904,25.709907782276208,20.638871763255246
23.384107080053028,-113.15494970278922,28.288349159970778,142.23148148148152,28.674397370343314,15.805877057613202,26.030103533648433,150.8364159473901,26.542004048583,19.960054459515007
23.941732272813354,-120.46502057613168,29.189128317506693,136.25051440329221,29.189128317506693,24.02970679012347,26.862761647535446,147.8108302507193,27.329523729194786,19.152746737566794
24.756722939155367,-127.4126085962506,29.80394583772962,129.3460791037952,29.71815734653572,33.04646776406037,31.644598244429435,116.5929921907111,28.140157194981764,18.14017759282094
25.543117441766093,-134.23936899862827,30.512722181641102,124.28858024691363,30.332974866758654,42.04812528577963,32.3345149673644,107.90413070283606,28.86659044334483,17.355766486276664
25.99779644509374,-138.84290123456788,31.2609203798393,115.8919238683128,30.876301977653327,51.2914380429813,32.98874634256133,99.32387998355944,29.343960863697706,16.614454891080975
26.872839055271484,-142.6800411522634,31.996751665670587,107.89917695473255,31.491119497876255,59.74937128486516,33.583502138194916,92.67147040690509,30.001147098515528,15.7484779593095
27.7736182128074,-146.8744855967078,32.64926412899386,99.0183470507545,32.03444660877093,68.81144261545498,34.118782354265136,85.3130908343609,30.691678935099997,14.791345561035762
28.674397370343314,-149.98148148148152,33.15255661066472,95.28477366255149,32.64926412899386,76.54441015089165,34.654062570335356,77.8732531853679,31.415710751237068,13.671297009864368
29.57517652787923,-152.38940329218104,34.16915023131239,81.20231481481483,33.192591239888536,85.30441243712852,35.12986720684222,70.40626284422527,32.09327485380118,12.653071054254013
30.475955685415144,-153.63220164609055,34.73678408137867,72.79875400091453,33.82170684197711,92.56615226337453,35.66514742291244,62.722050965885785,32.7232905982906,11.51265798397041
31.37673484295106,-154.64197530864203,35.35160160160161,63.97833790580708,34.42222628033439,99.5620713305899,36.200427638982674,54.521937936703694,33.40085470085471,10.494432028360052
32.277514000486974,-154.71965020576135,35.880630630630634,55.973508230452694,35.10853420988556,106.92047325102885,36.735707855052894,46.430435676120055,33.92520742740041,9.458858519431892
33.17829315802289,-154.71965020576135,36.39536157779401,48.02154063786011,35.751947893839784,114.91322016460907,37.270988071123114,37.823032264693836,34.49314614884791,8.508514294195557
34.079072315558804,-154.71965020576135,36.91009252495739,40.34143518518522,36.500647453350155,122.87630939019834,37.74679270762998,30.953401150842637,34.99504548408058,7.5280004110152134
34.97985147309472,-154.71965020576135,37.42482347212077,31.7777777777778,37.42482347212077,132.36676954732516,38.222597344136844,22.753288121660546,35.56298420552807,6.577656185778878
35.880630630630634,-154.48662551440333,37.81087168249331,24.087962962962962,38.325602629656686,139.2021604938272,38.75787756020706,14.064426633785473,36.06488354076073,5.491548499794497
36.78140978816654,-153.70987654320987,38.26126126126126,17.27846364883402,39.2263817871926,144.48405349794243,39.29315777627728,6.325909371146793,36.63282226220824,4.541204274558162
37.68218894570246,-151.92335390946505,38.71165084002922,10.30066872427983,40.127160944728516,148.13477366255148,39.88791357191087,-2.589224551308348,37.12151372019794,3.4975226700575455
38.58296810323837,-149.43775720164615,39.2263817871926,2.9603909465020593,41.02794010226443,150.85339506172846,40.482669367544446,-10.78028668310725,37.61020517818764,2.54246443576746
39.48374726077429,-146.40843621399176,39.75541081622163,-4.530921353452186,41.92871925980034,152.795267489712,40.95847400405131,-19.808556822852438,38.17814389963513,1.5544081381011132
40.3845264183102,-141.82561728395063,40.370228336444555,-11.780578417924062,42.829498417336254,153.5720164609054,41.5532297996849,-28.83682696259757,38.666835357624834,0.5107265336004971
41.24241133024917,-137.19964563328767,40.89925736547358,-20.283822016460874,43.73027757487217,154.58179012345684,42.147985595318474,-37.661451911220695,39.142318938371574,-0.38022117755856755
42.104195719060584,-129.41175645342315,41.358838568298026,-28.420267489711875,44.63105673240809,154.6594650205762,42.62379023182534,-44.58538840937109,39.631010396361276,-1.3946759259259238
42.886690744798855,-122.15660722450843,41.912633917701484,-36.52758487654319,45.531835889944,154.6594650205762,43.099594868332204,-51.91661528976567,40.19894911780878,-2.3827322235922708
43.62499169931603,-114.68177141788254,42.314767470172875,-43.955246913580254,46.43261504747992,154.6594650205762,43.57539950483907,-58.84055178791613,40.68764057579847,-3.4264138280928833
44.35029439759169,-105.73503554059107,42.829498417336254,-51.54796810699588,47.33339420501583,154.6594650205762,44.051204141345934,-66.17177866831071,41.16312415654521,-4.342817188142206
45.00280686091498,-97.8098422496571,43.34422936449963,-59.70383230452677,48.234173362551736,153.7273662551441,44.586484357416154,-74.34473900534311,41.63860773729195,-5.225279683004516
46.213854394935474,-82.13245884773664,43.85896031166302,-66.90817901234567,49.13495252008766,152.95061728395066,45.18124015304974,-83.14221126181667,42.12729919528165,-6.229363611453614
46.90874117360604,-72.88914609053495,44.37369125882639,-75.53980195473252,50.035731677623566,150.7757201646091,45.77599594868332,-90.20191122071515,42.695237916729155,-7.240047152577972
47.476375023672325,-62.95107453132141,44.90272028785542,-83.7334247828075,50.93651083515949,148.29012345679018,46.370751744316905,-97.15300041101517,43.19713725196182,-8.235645864730323
48.091192543895254,-54.97645176040237,45.56043205367529,-91.34556470050296,51.837289992695396,144.7947530864198,47.024983119513834,-105.58843677216055,43.76507597340931,-9.193532504452662
48.63451965478992,-45.551897576588885,46.17524957389822,-98.60730452674898,52.73806915023132,139.3575102880659,47.73869007427413,-114.2772982600356,44.266975308641975,-10.174046387633005
49.24933717501286,-36.24817101051667,46.81866325785244,-106.60005144032925,53.638848307767226,132.8328189300412,48.45239702903443,-122.15157898342238,44.83491403008948,-11.041424053523308
49.79266428590753,-26.27989254686787,47.49067310553797,-114.1819844535894,54.33051801801802,125.43428497942392,49.16610398379473,-129.48280586381696,45.33681336532214,-12.00685310773165
50.407481806130455,-16.794924554183808,48.11978870762655,-121.00874485596711,55.04149013878743,118.55617283950622,49.93928651811838,-136.4390669954788,45.90475208676965,-12.881773188107957
50.97511565619673,-8.185956790123441,48.7746408570733,-128.0771604938272,55.803057971976905,109.53034979423873,50.7719446320054,-141.7144471845458,46.393443544759336,-13.710495979757496
51.68521039466986,0.34062850729520733,49.46585098612126,-133.6697530864198,56.469868517165814,101.67655464106085,51.60460274589241,-145.98129880805584,47.00100589793573,-14.593901276430557
52.337722857993136,9.605909922267983,50.29309715120527,-139.18467078189303,57.16475529583638,93.76234567901238,52.43726085977943,-149.00688450472666,47.58215249662619,-15.46882135680687
52.866751887022154,18.388567386831284,51.193876308741174,-144.1558641975309,57.86198176063042,85.35933408155634,53.269918973666435,-151.10152075626792,48.18839406207829,-16.359580507603773
53.38148283418554,26.748328189300423,52.094655466277096,-148.27263374485597,58.51449422395368,76.48399634202107,54.102577087553456,-152.808261405672,48.90161943319839,-17.235254829428683
53.89621378134891,34.70029578189303,52.995434623813004,-150.83590534979425,59.043523252982716,68.47916666666669,54.93523520144046,-153.8167899712289,49.614844804318494,-18.17881088162762
54.425242810377945,43.92095336076818,53.89621378134891,-152.77777777777783,59.55825420014609,60.934992283950635,55.76789331532747,-154.28226469379365,50.31618308591993,-18.848900534319768
55.04006033060087,53.04343850022863,54.796992938884834,-154.25360082304525,60.072985147309474,53.05099022633749,56.60055142921449,-154.28226469379365,51.14827935222672,-19.644086518701194
55.58338744149555,61.924268404206714,55.69777209642074,-154.71965020576135,60.58771609447286,44.623263888888914,57.4332095431015,-154.28226469379365,51.98037561853353,-20.361693382655154
56.19820496171848,69.95930498399639,56.598551253956664,-154.71965020576135,61.10244704163623,36.67129629629633,58.26586765698852,-154.28226469379365,52.81247188484032,-21.040510686395393
56.77870708546384,79.29927983539096,57.49933041149257,-154.71965020576135,61.61717798879962,28.923225308642003,59.098525770875526,-154.28226469379365,53.64456815114711,-21.544774969173858
57.19907069231393,83.79406721536355,58.400109569028494,-154.71965020576135,62.13190893596299,20.291602366255177,59.93118388476255,-154.04952733251127,54.476664417453904,-21.961762741471432
58.2129346791509,96.92583239805467,59.3008887265644,-154.71965020576135,62.59149013878744,12.126028806584372,60.76384199864955,-152.96341964652686,55.308760683760696,-22.213894882860657
58.98990544598653,105.22586591220855,60.201667884100324,-154.33127572016463,63.1470727484241,4.349908550525868,61.596500112536575,-151.48941635840526,56.14085695006749,-22.4369348540896
59.72203222878898,114.9181631126076,61.10244704163623,-152.77777777777783,63.69039985931878,-3.4434727937814387,62.42915822642358,-149.54993834771886,56.97295321637428,-22.495119194410194
60.61631225820414,123.72759487882948,62.003226199172154,-151.3019547325103,64.30521737954172,-10.753543667123893,63.2618163403106,-145.0503493629264,57.80504948268107,-22.4369348540896
61.40660623768732,130.8838851477741,62.90400535670806,-148.6610082304527,64.83424640857075,-19.060442386831255,67.72248480756245,-115.36340594602001,58.63714574898786,-22.242987053020954
62.26059167275384,138.34773662551444,63.80478451424397,-144.9326131687243,65.29382761139519,-27.02211934156378,68.33706579638381,-107.39861624880115,59.469242015294654,-21.922973181257703
63.16137083028975,143.8626543209877,64.70556367177988,-139.88374485596705,65.84941022103186,-35.46279149519887,69.03094755795632,-98.7097547609261,60.301338281601446,-21.573867139334148
64.06214998782568,147.74639917695478,65.63851351351352,-133.31050668724282,66.37843925006086,-43.79989711934155,69.74465451271662,-89.93038429921904,61.13343454790824,-21.040510686395393
64.96292914536158,150.54269547325106,66.474951302654,-125.76633230452677,66.83802045288533,-51.25668724279831,70.33941030835021,-82.19186703658033,61.96553081421503,-20.41987772297574
65.86370830289749,152.56224279835396,67.25348186023862,-119.21445473251032,67.39360306252198,-59.38665980795611,70.81521494485708,-74.86064015618575,62.84220366621683,-19.624691738594322
66.7644874604334,153.33899176954736,67.92263209155101,-110.78672839506174,67.92263209155101,-68.19952417695475,71.3504951609273,-67.28503904644464,63.65944107062529,-18.81011097410604
67.66526661796934,154.5041152263375,68.56604577550524,-102.14151234567902,68.43736303871438,-75.94759516460903,71.94525095656088,-58.161734484175895,64.44020672310148,-18.057240873594132
68.56604577550524,154.6594650205762,69.14511809106403,-96.67708333333331,68.95209398587778,-82.9480452674897,72.4805311726311,-50.15169030004108,65.16315789473686,-17.153796752979858
69.46682493304115,154.6594650205762,70.14884343803263,-82.78492798353915,69.46682493304115,-90.49221965020575,72.95633580913797,-42.41317303740237,65.87638326585696,-16.176299835593916
70.36760409057706,154.6594650205762,70.8437302167032,-74.13971193415637,70.02445012580148,-97.62860082304525,28.521269412559082,140.81381011097415,66.5798828364618,-15.267918861861524
71.26838324811297,154.73713991769552,71.41136406676947,-64.82390260631001,70.69850255661066,-103.53189300411526,29.277515192437537,135.881627620222,67.19585020242916,-14.269577453532442
72.1691624056489,153.64969135802474,72.02618158699241,-56.30555555555554,71.25408516624734,-110.73839734796525,29.87170830519919,129.46979038224418,67.79020467836258,-13.35920802507193
72.81257608960311,153.3907750342936,72.52303993182372,-48.08172582304525,71.81988069150233,-117.74639917695475,64.60499662390276,-141.3070283600493,68.37135127705305,-12.399058661003785
,,73.0056001947894,-41.625,72.46942212482753,-123.99922839506172,65.41525995948682,-135.38840937114668,68.89570400359875,-11.417790536374845
,,,,72.94125882639398,-126.98971193415639,66.17150573936529,-128.97657213316887,69.57326810616286,-10.311318331278251
,,,,,,63.95678595543551,-144.7595561035758,70.15441470485331,-9.344380794172714
,,,,,,66.87373396353814,-122.07151664611587,70.65631404008597,-8.341239667534367
,,,,,,27.819041188386226,146.23921085080153,71.22425276153348,-7.398437856784035
,,,,,,30.62795408507765,122.07151664611595,71.72615209676614,-6.365127072201666
,,,,,,,,72.2627221097616,-5.4628657393135995
,,,,,,,,72.78278227620333,-4.410698918516232
