Tooth,Tooth,Yoke,Yoke,Rotor,Rotor,EMFa,EMFa,EMFb,EMFb,EMFc,EMFc
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.4824055666003986,52.22850765306123,2.4405176086339146,33.54719387755101,2.4314115308151116,0.8303571428571388,2.6663445017182177,224.93728497706417,2.4267855748203715,-23.076522101751493,2.6663445017182177,-213.4299741972477
3.132579522862823,53.12276785714285,3.132579522862823,34.31058673469387,3.1963220675944335,0.8303571428571388,3.6946950171821342,219.7283543577981,3.180519759450174,-8.919868119266084,3.6946950171821342,-220.8858944954129
3.9293613320079537,52.85012755102041,3.961232604373759,34.80133928571428,3.961232604373759,0.8303571428571388,4.723045532646051,210.8425315366972,3.9517826460481125,6.536697247706343,4.723045532646051,-226.2990969036698
4.5094184890656095,52.32665816326529,4.726143141153081,34.6922831632653,4.726143141153081,1.1575255102040671,5.663752538269293,199.8397101751459,4.705516830677919,23.794568390325196,5.751396048109967,-229.8738532110092
5.236083499005964,52.41390306122449,5.522924950298211,34.958107461734684,5.491053677932406,1.1575255102040671,6.188445017182136,189.12844036697246,5.3014926975945045,39.152092889908204,6.779746563573887,-232.42725057339453
6.036406560636184,52.70471938775509,6.238579884330385,36.030699211502764,6.255964214711732,1.1575255102040671,7.0615541567539,177.47552046577272,5.879939862542958,53.98222477064212,7.808097079037804,-233.5507454128441
6.765904572564612,53.995216836734684,7.0208747514910534,37.841278698979565,7.0208747514910534,1.3483737244897895,7.92949957044674,165.59633027522932,6.515517611683855,67.72744648318042,8.83644759450172,-233.5507454128441
7.530815109343937,55.412946428571416,7.737978379721671,39.333984375,7.785785288270379,1.4846938775509955,8.322272336769764,155.0763331422018,7.062542955326464,81.5997706422018,9.86479810996564,-233.9592889908257
8.295725646123262,56.530771683673464,8.600273359840955,39.18176020408163,8.5506958250497,1.4846938775509955,8.900719501718218,145.78196674311923,7.790568377069672,97.18385112593825,10.893148625429557,-233.9592889908257
9.081883697813122,55.86734693877551,9.251863817097416,38.045758928571416,9.315606361829026,1.4846938775509955,10.13941444079975,122.58783361134277,8.4436748281787,111.85015290519874,11.921499140893477,-233.24433772935788
9.727035514187602,54.38187036178107,9.570576540755468,36.246332908163254,10.080516898608352,1.4846938775509955,10.867439862542962,108.64535550458714,9.017577514839115,125.63334028356957,12.94984965635739,-230.99734805045875
10.399229622266404,52.54113520408163,10.101764413518886,34.41964285714286,10.845427435387673,1.3483737244897895,11.414465206185568,95.14525993883785,9.821950171821307,137.47491399082566,13.97820017182131,-228.1375430045872
10.909169980119284,51.123405612244895,10.717942345924452,32.81106505102041,11.610337972166999,1.3211096938775313,12.042901632302414,80.8916284403669,10.52504588409872,152.00297122602166,15.00655068728523,-223.43929185779814
11.546595427435388,50.45770886479592,11.43732249360977,31.841244533527686,12.375248508946324,1.1575255102040671,12.571359536082479,67.8182339449541,11.278780068728526,165.25587729357792,16.034901202749143,-216.9025946100918
12.375248508946324,50.232780612244895,12.247763419483103,31.475127551020407,13.140159045725646,0.993941326530603,13.206937285223372,53.655389908256836,12.074762919640502,178.04119618913197,17.114669243986253,-207.8125
13.140159045725646,50.39636479591836,13.012673956262425,31.50239158163265,13.905069582504971,0.8303571428571388,13.842515034364265,39.94648318042812,12.979843213058427,191.19839449541274,18.027330326460483,-197.93936353211006
13.905069582504971,51.077965561224474,13.764835984095427,31.927710459183672,14.669980119284297,0.8303571428571388,14.31562768470791,24.546659977064166,13.923109965635742,203.06561271297505,18.99140893470791,-183.98079128440372
14.662897614314119,52.48660714285715,14.492917495029822,33.23820153061223,15.434890656063622,0.8303571428571388,14.980841924398629,10.26806192660547,15.00655068728523,216.25573394495407,19.762671821305847,-169.74985665137615
15.434890656063622,53.44993622448979,15.261875177506397,34.505329810495624,16.19980119284294,0.9121492346938567,15.527867268041238,-2.2696865443425622,16.034901202749143,223.20097477064215,20.58831862939466,-154.76468772053636
16.183865556660038,52.87057557397959,16.07231610337972,34.828603316326536,16.964711729622266,1.1575255102040671,16.15630369415808,-13.43654434250766,17.063251718213063,227.5928182339449,21.488125330425593,-140.4970889202541
16.730989065606366,52.03220663265306,16.837226640159045,34.6922831632653,17.72962226640159,1.1575255102040671,16.684761597938145,-26.691513761467945,18.091602233676984,231.26971043577979,22.20500429553265,-125.20498853211006
17.47465208747515,52.359375,17.61124325475717,35.08955903790087,18.494532803180917,1.2120535714285552,17.313198024054987,-39.22018348623851,19.119952749140896,232.49534116972472,22.865252069665733,-109.68776063386156
18.26853650822339,52.96909786641929,18.367047713717696,36.12364477040816,19.259443339960242,1.4029017857142776,17.770242697594508,-51.98230668414163,20.148303264604817,233.31242832568802,23.601457552327407,-93.94026271893244
19.0044731610338,54.2951211734694,19.13195825049702,38.01849489795919,20.02435387673956,1.4846938775509955,18.341548539518907,-64.82224770642205,21.176653780068737,232.59747706422013,24.254564003436432,-78.7127293577982
19.740409813844202,55.928484461966605,19.83312624254473,39.45667251275509,20.789264413518886,1.4846938775509955,18.79859321305842,-77.66218872870246,22.20500429553265,233.51670011467886,24.783021907216497,-64.54988532110093
20.56616550695825,56.714803890306115,20.670885401874465,39.412855320699705,21.55417495029821,1.4846938775509955,19.369899054982827,-90.51509938837927,23.23335481099657,233.2102924311926,25.41145833333334,-50.29625382262998
21.267333499005964,55.774194834183675,21.19296719681909,37.764030612244895,22.319085487077537,1.4846938775509955,19.898356958762893,-103.22534403669727,24.26170532646049,232.29106938073392,25.939916237113405,-36.04262232415908
21.713531312127238,54.32238520408163,21.78789761431411,36.055484693877546,23.083996023856862,1.3211096938775313,20.533934707903786,-117.36095183486236,25.290055841924403,230.5547591743119,26.593022688222437,-20.996663886572208
22.348059371046453,52.49321660482376,22.34033300198808,33.85618622448979,23.848906560636188,1.2393176020408134,21.005262027491415,-128.41886467889913,26.318406357388323,226.98000286697243,27.346756872852243,-6.128153669724838
23.02025347912525,51.234733737244895,22.95651093439364,32.238520408163254,24.613817097415506,1.1575255102040671,22.333548109965644,-150.2078555045872,27.346756872852243,221.56680045871556,28.03946520618558,7.626146788990809
23.326217693836973,50.16734693877551,23.721421471172967,31.69323979591836,25.37872763419483,0.9121492346938567,22.976267182130588,-163.03612385321105,28.375107388316156,213.9066083715596,28.632195017182138,22.687786697247702
24.103876739562622,50.232780612244895,24.486332007952285,31.42059948979592,26.143638170974157,0.8303571428571388,23.63651495626367,-176.39178482068394,29.3158143939394,203.033778148457,29.26777276632303,37.7675840978593
24.868787276341948,50.39636479591836,25.26034862255041,31.607552842565582,26.908548707753482,0.8303571428571388,24.415957903780072,-187.54873853211018,29.87673285691972,192.78304837364468,29.796230670103096,51.29491590214059
25.659194831013913,50.887117346938766,26.041650099403576,32.434821428571425,27.673459244532808,0.8303571428571388,25.214098133395826,-199.79018974145117,30.68175472508592,186.3866590214067,30.367536512027495,63.86897935779814
26.38122401951925,51.80913729128014,26.78106361829026,33.79257015306122,28.438369781312126,0.993941326530603,26.05417740549829,-208.35722477064223,31.125945017182136,175.72821100917426,30.945983676975953,78.1680045871559
27.11798849758592,53.037080903790084,27.545974155069587,34.6922831632653,29.20328031809145,1.1575255102040671,27.08966924398626,-217.0047305045872,31.93148625429554,164.16642775229354,31.581561426116846,92.24006116207948
27.928429423459242,53.25908801020408,28.310884691848905,34.828603316326536,29.968190854870777,1.1575255102040671,28.11801975945018,-223.23502006880733,32.61705326460482,150.23509174311923,32.12858676975945,106.11238532110087
28.693339960238568,52.577487244897966,29.07579522862823,34.74681122448979,30.733101391650102,1.2393176020408134,29.146370274914094,-228.44395068807341,32.98126073883162,142.99025229357795,32.874140893470795,121.13317087155957
29.241525844930422,52.03220663265306,29.840705765407556,35.26482780612244,31.498011928429428,1.4846938775509955,30.174720790378014,-230.69094036697254,34.235536746329274,121.9193077564637,33.64540378006873,136.1131020642202
29.975273359840955,52.55931122448979,30.554622266401594,36.39355867346937,32.262922465208746,1.4846938775509955,31.203071305841927,-233.14220183486236,34.80943943298969,107.8555045871559,34.41666666666667,148.98222477064218
30.733101391650102,53.858896683673464,31.150969184890656,38.4001913265306,33.02783300198807,1.4846938775509955,32.231421821305844,-233.8571530963303,35.43787585910654,95.32683486238528,35.18792955326461,162.94079701834858
31.498011928429428,55.38568239795919,31.88046719681909,39.681600765306115,33.7927435387674,1.4846938775509955,33.25977233676977,-233.9592889908257,35.95919243986255,82.7641198394495,35.98391240417658,177.22410903316862
32.262922465208746,56.776147959183675,32.66662524850895,39.21811224489795,34.55765407554672,1.4301658163265074,34.288122852233684,-233.9592889908257,36.480509020618555,70.63264525993878,36.92327104810997,191.8173999165971
33.04908051689861,55.90369897959182,33.26155566600398,37.61862244897959,35.32256461232605,1.3211096938775313,35.3164733676976,-233.5507454128441,37.108945446735405,56.56058868501526,38.06588273195878,206.26911314984704
33.665258449304176,54.355102040816334,33.7927435387674,35.71468431122449,36.087475149105366,1.2120535714285552,36.344823883161524,-232.73365825688074,37.63026202749141,42.93112098623851,39.0442439862543,216.66427752293575
34.3316577805892,52.62705820964749,34.32393141153082,33.965242346938766,36.85238568588469,1.1575255102040671,37.37317439862544,-229.8738532110092,38.08016537800688,30.543496068152024,40.072594501718214,223.40524655963299
35.003851888667995,51.418765943877546,34.9690832279053,32.40210459183673,37.61729622266402,0.8303571428571388,38.40152491408935,-226.4012327981652,38.65147121993128,18.066704892966357,41.10094501718214,227.79709002293575
35.4118041749503,50.29821428571428,35.70501988071571,31.69323979591836,38.38220675944334,0.8303571428571388,39.42987542955328,-221.19230217889913,39.17992912371135,5.538035168195677,42.129295532646054,231.3718463302752
36.087475149105366,50.232780612244895,36.46993041749503,31.25701530612244,39.14711729622267,0.8303571428571388,40.45822594501719,-213.1235665137615,39.83303557482037,-8.368953294412051,43.15764604810997,232.49534116972472
36.897916074978696,50.162673104956255,37.234840954274354,31.665975765306115,39.91202783300199,0.8303571428571388,41.57227233676977,-203.25043004587155,40.569241057482046,-22.40799624687247,44.185996563573894,233.0060206422018
37.624378727634195,50.741709183673464,37.987002982107356,32.369387755102025,40.67693836978131,1.1575255102040671,42.51064218213058,-190.59919724770646,41.165216924398635,-36.734876720183536,45.21434707903781,232.59747706422013
38.38800153623713,52.00246405380335,38.764662027833005,33.69441964285713,41.44184890656064,1.1575255102040671,43.498781555643674,-175.44327805222304,41.6793921821306,-50.72749426605509,46.242697594501735,232.80174885321097
39.13801121840387,53.247403425655975,39.52957256461233,34.855867346938766,42.20675944333996,1.1575255102040671,44.31454037800688,-160.14908256880733,42.250698024055,-63.73279816513764,47.27104810996565,233.41456422018345
39.9438991053678,53.01371173469387,40.29448310139165,34.774075255102034,42.97166998011929,1.3483737244897895,45.007248711340225,-147.52962538226302,42.772014604811005,-76.36360378440372,48.29939862542956,232.18893348623848
40.67693836978131,52.44116709183673,41.059393638170974,34.774075255102034,43.73658051689861,1.4846938775509955,46.26022629646987,-123.5782422852377,43.28618986254297,-88.41563933486242,49.32774914089349,230.6568950688073
41.44184890656064,52.44116709183673,41.853278058919216,35.13842184601113,44.50149105367793,1.4846938775509955,46.988251718213064,-108.61811926605509,43.807506443298976,-100.77408256880739,50.3560996563574,226.77573107798162
42.2280069582505,52.86830357142857,42.589214711729625,36.546237244897966,45.26640159045726,1.4846938775509955,47.53527706185568,-93.96502293577981,44.435942869415825,-114.84613914373085,51.384450171821314,221.36252866972472
42.97166998011929,54.10427295918366,43.35412524850895,38.46835140306122,46.03131212723658,1.4846938775509955,48.188383512964705,-79.38125521267733,44.96440077319589,-127.46559633027528,52.41280068728524,213.80447247706417
43.685586481113326,55.7782844387755,44.119035785288276,39.81792091836735,46.79622266401591,1.3483737244897895,48.863563144329916,-64.73146024464836,45.61283290378009,-139.7491399082569,53.441151202749154,203.18233944954125
44.50149105367793,56.912468112244895,44.82020377733598,39.054528061224474,47.56113320079523,1.3211096938775313,49.456292955326475,-49.21588302752298,46.37124140893471,-152.1143922018348,54.3570258805842,191.02816800458712
45.202659045725646,55.79464285714286,45.275507668276056,37.636798469387756,48.32604373757456,1.1575255102040671,50.09187070446737,-33.86372324159021,47.142504295532646,-167.0262327981652,54.88084192439864,179.73193807339447
45.71259940357853,54.15880102040816,45.77634194831014,35.89871651785714,49.090954274353884,1.0757334183673493,50.62032860824743,-20.154816513761546,47.94298168541083,-180.25437864887408,55.62639604810997,168.31995412844032
46.30752982107355,53.25908801020408,46.131478983243404,33.92110058309038,49.85586481113321,0.8303571428571388,51.27343505935646,-6.957620934111787,48.70975003304258,-192.53925546930134,56.397658934707906,154.08901949541283
46.604995029821076,51.664142219387756,46.7324801192843,32.92920918367345,50.62077534791252,0.8303571428571388,52.02716924398625,8.238962155963293,49.53341924398627,-202.74655963302746,57.168921821305844,141.2198967889908
47.24242047713718,50.948461415816325,47.24242047713718,31.87863520408162,51.385685884691846,0.8303571428571388,52.71987757731961,23.24159021406723,50.613187285223376,-212.91929472477068,57.922656005935664,127.49035654712259
47.56113320079523,50.19188456632652,47.943588469184895,31.63871173469387,52.15059642147117,0.9121492346938567,53.31260738831617,39.02952981651373,51.6415378006873,-220.8858944954129,58.58290378006875,113.54787844036696
48.32604373757456,50.232780612244895,48.70849900596422,31.338807397959172,52.915506958250496,1.1575255102040671,53.94818513745706,54.38168960244644,52.669888316151216,-226.09482511467888,59.225622852233684,99.49397935779814
49.090954274353884,50.39636479591836,49.51893993183756,31.77113702623906,53.68041749502982,1.1575255102040671,54.476643041237125,68.36295871559628,53.69823883161513,-229.56744552752298,59.81835266323026,85.24942660550454
49.86165958792699,51.00608766233766,50.18732604373758,32.680197704081635,54.44532803180915,1.2120535714285552,55.12974949234615,82.77340492076723,54.726589347079056,-232.63152236238534,60.48535223367698,71.22276376146783
50.591801463943604,52.285018552875684,50.99412453848338,34.08468476676386,55.21023856858847,1.4029017857142776,55.85777491408935,97.77809633027522,55.75493986254297,-233.4486095183487,60.97703232388318,56.923738532110065
51.385685884691846,53.395408163265316,51.76814115308151,34.855867346938766,55.9751491053678,1.4846938775509955,56.404800257731964,111.94094036697243,56.78329037800688,-233.9592889908257,61.58940077319589,44.21349388379201
52.182467693836976,52.85012755102041,52.533051689860834,34.719547193877546,56.74005964214712,1.4846938775509955,56.99038874570448,124.01567278287456,57.81164089347081,-233.9592889908257,62.117858676975956,30.26627006880733
52.788021868787276,52.16852678571429,53.29796222664016,34.80133928571428,57.50497017892645,1.4846938775509955,58.27143222971189,147.80897141848968,58.83999140893472,-233.9592889908257,62.69630584192441,16.23279816513758
53.59846279466061,52.33600583090379,54.113866799204764,35.70650510204082,58.269880715705774,1.4846938775509955,59.13992697594503,160.89807912844032,59.868341924398635,-233.04006594036696,63.339024914089364,1.852064220183479
54.34333996023857,53.12822066326531,54.82778330019881,37.28236607142857,59.034791252485086,1.3211096938775313,59.792384215870044,174.88141159299414,60.89669243986256,-230.99734805045875,63.981743986254315,-10.48595183486242
55.08275347912525,54.36328124999997,55.54169980119284,38.89639668367347,59.79970178926441,1.2938456632653015,60.66102878006873,187.79386467889907,61.925042955326475,-228.85249426605503,64.62446305841925,-24.621559633027516
55.84766401590458,55.958227040816325,56.40313476285147,39.66991618075801,60.564612326043736,1.1575255102040671,61.63334737642084,199.15975652787574,62.95339347079039,-223.54142775229366,65.20291022336771,-38.8797305045872
56.6125745526839,56.63301179846938,57.058772365805176,38.50924744897959,61.32952286282306,0.993941326530603,62.567762027491426,212.68097763761463,63.981743986254315,-217.209002293578,65.78135738831617,-52.892775229357824
57.31374254473162,55.59470663265307,57.536841451292254,36.59394929846938,62.09443339960239,0.8303571428571388,63.59611254295534,220.2390338302752,65.09773801155889,-208.40674520433697,66.42407646048112,-67.76376146788994
57.791811630218696,54.11790497448979,58.12114811133201,34.94674744897958,62.85934393638171,0.8303571428571388,64.62446305841925,226.06077981651373,66.00845146048111,-198.82454128440372,67.00252362542956,-81.26612672018354
58.397365805168995,52.73561862244897,58.687748508946335,32.874681122448976,63.62425447316104,0.8303571428571388,65.65281357388318,230.04407970183482,66.91353175389904,-184.9969124911786,67.58097079037802,-96.03497706422024
59.063765136454,51.02095895176252,59.37171613178074,31.911352040816325,64.38916500994037,0.993941326530603,66.68116408934709,232.08679759174308,67.79521048109966,-170.43076261467888,68.15941795532648,-108.74068233944956
59.79970178926441,50.34183673469387,60.182157057654074,31.42059948979592,65.1540755467197,1.1575255102040671,67.709514604811,232.59747706422013,68.49830619337708,-155.22179941618015,68.75539382224306,-122.6868744787323
60.564612326043736,50.232780612244895,60.9470675944334,31.50239158163265,65.91898608349902,1.1575255102040671,68.73786512027493,232.59747706422013,69.1234965635739,-146.7352350917431,69.50912800687287,-137.88345756880744
61.39326540755467,50.49860491071428,61.721084209031524,32.121674562682216,66.68389662027835,1.2393176020408134,69.76621563573885,232.80174885321097,70.16937578100595,-124.76673269391165,70.30960539675104,-152.02773144286914
62.14542743538767,51.45966198979592,62.44791478402313,32.9820848794063,67.44880715705764,1.4301658163265074,70.79456615120276,233.9252436926605,70.89740120274915,-110.088876146789,71.0458108794127,-164.50688073394497
62.7956013916501,52.55931122448979,63.178056660039765,34.28332270408163,68.21371769383697,1.4846938775509955,71.82291666666669,232.49534116972472,71.46299398625432,-96.11668577981652,71.84862542955328,-178.31565366972472
63.62425447316104,53.34088010204081,64.00670974155071,34.855867346938766,68.9786282306163,1.4846938775509955,72.65845146048112,231.78038990825684,72.19101940799752,-80.71830692243543,72.64008805841927,-188.9027686762779
64.42103628230618,52.7274394132653,64.77162027833003,34.719547193877546,69.74353876739562,1.4846938775509955,,,72.8012779209622,-66.365634556575,73.17262671821307,-192.28784403669727
65.10854515762568,52.125683309037896,65.60027335984097,34.73317920918366,70.50844930417495,1.4301658163265074,,,,,,
65.96856361829026,52.26849489795919,66.31882568227002,36.01582792207792,71.27335984095427,1.3211096938775313,,,,,,
66.68389662027835,53.65441645408163,67.06635188866798,37.827646683673464,72.0382703777336,1.2393176020408134,,,,,,
67.44880715705764,55.22209821428571,67.78345551689861,39.333984375,72.73943836978131,1.0593749999999886,,,,,,
68.16818730474296,56.565825437317784,68.60527904004545,39.576439504373184,,,,,,,,
68.94675695825049,56.40808354591836,69.12736083499007,38.109375,,,,,,,,
69.42482604373757,55.04942602040816,69.74353876739562,36.06639030612244,,,,,,,,
70.08046364669127,54.22890852769679,70.3597166998012,34.11065051020408,,,,,,,,
70.2534791252485,52.71380739795917,70.89090457256461,32.565688775510196,,,,,,,,
70.91987845653352,51.288642161410024,71.65581510934393,31.747767857142847,,,,,,,,
71.59207256461232,50.43726084183673,72.42072564612326,31.25701530612244,,,,,,,,
72.42072564612326,50.232780612244895,72.86692345924453,31.25701530612244,,,,,,,,
72.99440854870775,50.17825255102039,,,,,,,,,,
